,Subject,CardSort_Unadj,Flanker_Unadj,IWRD_TOT,ProcSpeed_Unadj,ListSort_Unadj,PicVocab_Unadj,ReadEng_Unadj,LifeSatisf_Unadj,MeanPurp_Unadj,PosAffect_Unadj,AngAffect_Unadj,AngHostil_Unadj,FearAffect_Unadj,PercStress_Unadj,Sadness_Unadj
511,597869,109.59,101.93,36,125.64,117.39,117.5233,126.7377,52.9,59.5,48.4,47.5,47.6,52.0,45.3,48.1
512,598568,126.42,128.76,39,124.52,108.06,128.39,134.79,57.7,53.8,50.2,57.1,54.8,46.0,49.4,44.2
513,599065,138.38,116.83,33,125.22,108.06,110.05,123.99,64.5,71.6,71.6,37.7,40.5,42.0,44.9,39.1
514,601127,119.76,135.1,35,129.82,130.38,121.1434,130.7911,43.7,35.7,44.1,42.1,58.9,60.9,50.1,58.4
515,611938,118.76,115.73,31,144.47,108.06,127.6962,129.4115,65.8,67.7,61.6,37.9,43.6,41.8,41.6,41.2
516,613538,113.13,99.48,37,110.14,121.89,117.17,114.38,57.1,56.2,60.2,40.3,42.8,32.9,37.0,34.2
517,615744,114.38,115.12,34,146.95,108.06,109.1192,112.4368,67.2,65.9,55.7,54.3,44.0,51.4,41.1,34.2
518,616645,115.85,87.79,36,96.06,126.18,125.7132,131.344,57.1,50.0,44.1,46.3,52.0,49.0,46.8,45.0
519,617748,110.82,106.95,38,112.27,108.06,120.3895,126.8465,33.3,42.1,38.4,56.8,57.7,56.0,58.3,57.5
520,618952,100.89,91.72,35,97.15,117.39,115.6296,112.3592,57.6,42.3,50.2,53.0,53.4,47.2,35.0,51.2
521,620434,113.2,105.81,39,112.38,117.39,118.15,106.9,52.7,52.2,52.3,54.8,56.9,54.4,47.5,50.8
522,622236,114.95,115.5,31,118.67,104.06,113.6821,119.6187,49.2,44.5,50.2,44.8,63.1,51.2,48.2,44.7
523,623844,133.93,119.7,32,122.44,121.89,103.07,121.97,51.1,50.0,33.2,58.8,57.9,48.8,56.0,51.7
524,626648,116.94,114.06,35,126.95,126.18,133.7276,123.217,51.2,48.5,44.4,38.2,53.0,49.3,42.0,42.6
525,627549,129.77,106.44,40,102.71,96.99,105.42,115.19,74.6,65.6,68.7,39.6,47.6,48.0,32.6,39.1
526,627852,105.43,98.07,36,102.91,112.89,121.7409,120.6847,49.1,48.5,48.1,53.4,57.6,46.7,56.8,46.1
527,628248,118.13,104.54,39,115.83,130.38,117.4663,125.3596,59.7,48.8,50.2,42.7,56.7,53.5,45.4,44.2
528,633847,117.58,115.12,30,138.72,126.18,120.778,124.9584,60.3,55.8,52.7,33.6,40.8,49.0,41.4,34.2
529,634748,139.01,116.85,39,137.25,112.89,137.4778,134.7757,59.3,43.8,35.0,42.9,49.5,60.5,45.6,56.2
530,635245,111.29,103.04,37,113.4,121.89,127.8158,118.6812,68.2,51.9,71.6,44.5,48.1,48.6,41.6,34.2
531,638049,106.54,108.4,35,100.96,112.89,119.29,120.31,57.1,48.1,48.4,45.1,52.4,37.6,47.4,42.3
532,644246,103.9,94.11,38,94.92,117.39,119.9684,112.287,64.3,50.0,50.2,28.6,51.4,32.9,37.8,34.2
533,645450,114.09,106.41,37,115.83,126.18,116.4542,114.4602,62.8,65.7,50.2,49.5,36.6,51.4,45.6,48.2
534,645551,106.48,100.04,30,71.74,121.89,118.31,113.82,55.0,42.5,52.7,33.6,53.0,32.9,44.3,34.2
535,647858,112.44,110.3,40,129.82,100.43,114.9331,125.3818,65.8,51.7,50.2,52.4,42.8,49.9,40.3,46.1
536,654350,108.82,117.28,39,119.98,108.06,135.6389,132.921,58.7,53.6,51.0,43.7,45.0,43.0,46.7,34.2
537,654552,121.28,108.14,38,142.84,112.89,111.4654,111.7691,57.1,50.0,50.2,46.8,48.0,58.3,45.3,44.7
538,654754,126.04,117.09,36,110.81,100.43,102.32,100.03,49.6,48.1,65.9,42.4,40.5,46.0,50.6,34.2
539,656657,113.15,119.39,35,98.16,108.06,116.7232,118.4551,55.0,48.1,46.5,54.9,47.1,46.8,43.8,45.0
540,657659,108.28,106.78,40,151.81,96.99,124.1021,112.033,60.1,58.7,50.2,39.4,53.4,49.0,51.6,43.6
541,660951,99.99,105.2,36,86.42,121.89,121.6853,103.0834,59.1,65.7,54.9,41.2,36.6,49.3,42.4,43.3
542,663755,126.65,109.62,39,119.98,108.06,116.7398,125.1381,62.8,55.8,57.1,41.9,40.8,51.9,43.3,46.1
543,664757,120.38,112.7,30,106.57,108.06,106.8153,90.02322,50.5,50.0,48.4,43.8,47.1,46.7,41.9,34.2
544,665254,127.52,120.7,37,114.97,117.39,110.02,115.01,57.1,51.9,50.2,55.1,58.2,64.9,52.5,55.0
545,667056,128.85,116.83,36,128.25,126.18,113.9938,107.0149,49.8,44.5,48.4,41.4,51.3,48.5,48.4,42.6
546,671855,104.88,114.12,36,122.72,121.89,126.2156,126.1058,57.1,56.2,50.2,45.6,51.4,49.0,37.5,43.3
547,672756,129.19,118.15,34,113.26,121.89,112.13,109.32,43.9,40.8,38.4,52.8,55.8,46.0,54.0,45.0
548,677766,123.42,99.55,33,115.83,112.89,119.0355,121.4681,43.0,33.2,42.0,60.1,60.8,64.9,51.1,54.7
549,679568,120.05,120.7,38,137.25,108.06,122.7243,118.6265,71.9,56.7,66.5,46.5,48.2,46.0,46.4,48.0
550,679770,109.7,112.21,33,125.64,96.99,104.1698,106.7394,55.0,64.1,52.7,37.7,48.9,46.9,45.5,38.5
551,680452,95.56,103.64,40,109.05,108.06,110.6525,120.0696,57.7,54.1,52.7,47.2,56.4,54.0,49.2,43.6
552,683256,127.93,119.25,37,119.83,93.9,121.44,124.43,43.7,53.8,55.1,42.8,36.6,45.9,33.4,34.2
553,690152,133.12,129.71,38,121.44,117.39,130.78,129.12,60.1,51.6,50.2,45.6,44.8,49.0,46.3,51.2
554,693764,119.69,103.46,38,96.06,117.39,120.3936,127.3352,46.2,46.5,42.0,49.5,53.6,46.0,45.9,48.1
555,702133,107.73,101.82,37,103.52,130.38,113.14,114.33,69.0,55.8,50.2,40.4,47.5,50.6,45.3,45.6
556,704238,114.89,108.08,39,121.61,108.06,121.77,128.77,47.8,50.5,52.7,46.9,56.2,50.6,59.7,51.3
557,715041,101.33,111.15,37,107.8,104.06,101.7915,103.0799,62.8,62.7,42.2,43.7,46.4,40.5,47.8,39.3
558,715950,113.06,107.48,32,126.95,112.89,116.5789,127.3842,55.0,50.0,54.1,43.9,40.5,42.9,46.4,43.3
559,720337,126.59,126.01,34,144.47,104.06,112.9808,126.9333,48.1,33.6,39.1,50.1,47.1,49.0,34.3,48.1
560,723141,110.87,107.18,40,107.8,112.89,130.8386,122.4627,62.8,55.5,38.1,62.0,60.1,67.2,58.8,57.5
561,724446,125.09,122.95,35,133.26,121.89,129.2438,125.4318,52.7,48.1,46.5,60.5,55.9,52.9,55.0,48.2
562,725751,106.14,124.92,34,103.4,121.89,108.15,102.52,40.5,43.7,42.0,28.6,53.0,32.9,35.9,34.2
563,727553,122.23,116.22,38,109.05,121.89,135.7043,140.056,45.3,35.3,44.4,52.5,36.6,59.4,45.5,52.7
564,728454,125.81,112.21,32,135.98,108.06,129.9566,112.7433,57.7,51.7,50.2,56.6,61.3,56.0,51.8,49.4
565,729557,111.01,117.09,35,111.39,108.06,112.81,113.22,38.1,52.2,52.3,50.9,61.2,56.0,70.1,48.7
566,731140,119.45,130.09,39,118.67,121.89,112.2355,111.7999,57.7,49.1,57.8,37.1,40.5,46.0,36.4,43.0
567,732243,109.36,101.1,39,111.74,121.89,123.86,123.47,60.1,63.4,50.2,41.3,36.6,51.2,39.6,43.8
568,734045,133.93,127.53,38,112.82,121.89,120.49,129.21,57.1,57.7,50.2,45.8,54.5,49.0,35.9,43.3
569,737960,127.95,114.8,40,144.47,112.89,125.0669,128.9706,55.6,50.3,50.2,60.4,64.5,63.3,58.1,62.2
570,748258,143.94,119.16,34,126.95,112.89,107.95,110.94,57.3,50.0,52.7,42.6,47.1,42.7,43.7,43.3
571,749058,112.52,119.7,38,134.82,137.98,120.0951,117.5717,53.1,45.9,52.7,42.4,61.7,42.3,40.9,42.2
572,751348,114.13,116.72,34,107.67,117.39,120.06,135.73,64.7,60.6,60.1,44.5,49.0,46.7,44.0,39.6
573,751550,107.35,107.92,38,97.15,100.43,128.4837,130.3805,60.1,52.2,43.8,42.8,51.5,54.0,41.5,48.1
574,753150,130.44,112.21,40,113.4,117.39,113.7765,126.8726,43.1,46.1,44.4,52.8,53.6,56.5,46.3,48.1
575,757764,101.25,91.03,39,113.4,117.39,135.8287,122.3495,57.1,40.4,52.6,49.8,44.0,51.2,49.3,49.3
576,759869,122.46,110.78,35,106.64,126.18,128.67,124.23,57.7,50.0,46.2,46.3,40.5,43.9,33.6,38.5
577,761957,116.53,122.84,40,124.09,112.89,120.2,128.78,55.0,63.4,48.4,59.0,53.6,56.0,57.2,49.9
578,765056,98.61,111.68,36,111.36,130.38,134.96,125.32,55.0,57.7,56.4,56.6,54.8,57.7,47.5,49.9
579,765864,111.29,107.04,38,106.57,121.89,128.147,140.3496,71.9,53.8,55.1,52.3,51.4,46.9,58.4,47.9
580,767464,111.2,114.7,40,98.16,108.06,119.6124,121.7059,49.7,45.9,52.7,52.8,54.8,53.7,46.0,44.7
581,769064,118.71,123.33,31,96.06,108.06,124.2677,123.9672,53.1,46.5,52.7,41.5,53.0,44.3,47.6,42.1
582,770352,121.41,114.06,36,105.63,104.06,120.91,107.1,62.8,60.6,57.2,44.3,48.9,51.2,38.3,34.2
583,771354,128.57,119.58,36,129.49,130.38,130.05,128.17,48.0,36.5,46.5,42.4,49.7,56.0,38.5,42.6
584,773257,121.37,106.66,36,119.98,108.06,119.8017,120.3751,55.0,52.2,50.2,49.5,45.0,51.9,46.5,43.6
585,774663,107.93,94.89,34,131.64,121.89,118.6114,112.8618,52.6,53.6,48.4,47.2,49.1,40.2,42.6,42.3
586,782561,121.94,113.2,37,129.82,108.06,112.1803,107.1213,69.3,55.5,55.1,40.2,56.3,41.2,41.1,39.4
587,783462,113.81,111.75,34,135.98,121.89,117.2322,123.6347,56.1,61.5,55.1,44.3,40.5,52.9,45.3,43.3
588,784565,116.67,107.87,32,106.99,93.9,118.09,112.59,60.1,57.5,48.4,51.3,46.2,57.7,57.4,51.2
589,788674,99.44,115.12,36,138.72,84.63,118.503,111.9881,67.7,48.1,57.1,45.6,44.7,60.5,52.9,54.1
590,789373,128.43,129.71,39,138.72,126.18,112.1385,116.625,57.7,42.4,46.2,46.0,55.1,41.4,49.9,42.4
591,792564,116.76,113.2,38,112.49,112.89,113.53,111.47,62.8,53.6,48.4,44.3,45.2,54.2,45.8,34.2
592,792766,104.41,100.27,29,114.08,112.89,119.69,119.15,51.8,47.5,52.7,49.4,53.8,46.3,46.8,42.0
593,792867,123.99,112.45,36,112.27,112.89,122.7741,118.4675,40.1,50.0,38.2,54.9,48.3,51.2,52.9,46.1
594,793465,130.22,124.78,38,125.64,104.06,110.309,128.4279,56.2,60.6,42.0,52.0,36.6,51.2,44.3,43.0
595,800941,128.57,125.71,28,129.82,112.89,115.1827,110.484,59.7,57.4,65.1,50.0,53.7,49.2,48.6,47.9
596,803240,110.55,114.12,39,140.59,108.06,110.8964,134.8629,60.3,57.6,42.7,57.1,36.6,53.9,45.0,44.4
597,812746,110.53,113.25,37,105.28,112.89,94.57166,90.25671,64.5,53.8,65.1,58.6,63.9,51.2,50.8,44.5
598,814548,100.69,99.86,36,94.92,121.89,112.885,115.2644,58.7,60.1,50.2,43.3,46.2,38.6,40.0,34.2
599,815247,122.94,116.57,34,80.95,126.18,124.1231,126.995,47.3,52.2,46.1,33.3,55.2,32.9,49.6,42.6
600,816653,103.56,102.48,40,119.91,108.06,115.23,126.42,57.1,53.6,50.2,50.3,51.5,51.2,42.2,45.6
601,818455,108.37,112.65,35,124.27,117.39,145.2744,133.4353,43.8,52.2,50.2,49.8,47.1,50.6,47.1,48.5
602,818859,103.45,104.95,32,115.83,100.43,122.8073,115.6984,47.5,42.4,33.2,63.9,55.5,51.2,55.4,57.5
603,820745,107.69,101.5,33,105.28,108.06,114.0458,129.1732,52.6,40.4,48.4,52.0,58.9,51.2,46.0,48.2
604,825048,107.9,113.97,35,105.28,121.89,117.0847,114.3253,47.6,43.9,50.2,45.1,48.0,49.0,43.5,48.2
605,825553,112.66,111.04,36,121.22,126.18,123.1966,119.0665,57.1,53.9,46.5,47.4,49.4,54.2,50.3,42.3
606,826353,124.33,100.06,39,116.41,108.06,126.37,126.73,57.7,38.8,44.7,43.9,47.3,58.0,44.7,51.2
607,826454,120.38,116.22,39,114.52,117.39,137.5248,119.0828,57.1,52.2,44.4,43.9,36.6,52.9,36.8,44.7
608,832651,107.0,115.57,36,113.4,112.89,125.0357,127.9761,71.9,59.7,55.1,45.6,42.8,51.0,49.6,41.7
609,833148,114.71,112.38,32,110.2,112.89,121.42,117.72,45.2,47.8,45.9,49.0,54.4,49.2,47.2,51.0
610,835657,107.62,104.82,33,102.91,96.99,109.7278,97.46078,37.4,32.7,53.9,58.4,68.4,55.0,56.6,57.6
611,837560,115.48,122.95,29,98.27,96.99,121.77,111.3,45.0,44.5,42.2,54.8,64.0,54.4,55.8,56.7
612,841349,109.65,98.37,36,111.11,121.89,113.8779,119.13,55.0,54.5,60.2,52.9,59.4,51.4,54.2,48.2
613,843151,102.73,102.37,34,110.12,112.89,128.0781,123.7801,45.5,36.2,48.4,54.3,58.3,74.6,70.4,58.4
614,844961,106.99,100.88,35,97.15,100.43,118.0032,106.207,55.0,50.0,48.4,50.3,57.8,55.1,48.3,45.6
615,845458,110.59,109.37,37,100.29,117.39,117.3981,112.4593,51.1,42.1,60.1,52.0,58.7,53.1,40.0,43.0
616,849971,100.12,111.15,32,108.16,100.43,123.85,120.19,57.7,56.1,68.0,39.6,36.6,42.9,46.1,49.9
617,852455,125.08,120.9,31,121.22,126.18,121.5183,117.6974,36.7,36.8,38.1,60.1,54.5,63.3,74.1,71.1
618,856766,118.72,112.38,33,113.3,108.06,99.33,96.26,57.1,55.7,61.6,38.8,56.7,53.7,50.4,42.0
619,857263,118.0,92.73,39,100.57,93.9,92.04,105.38,65.7,63.6,58.7,31.6,58.0,36.8,26.7,41.7
620,859671,99.16,93.16,32,109.07,130.38,122.06,114.49,51.2,53.8,48.4,45.6,49.0,51.2,43.7,45.6
621,861456,106.99,120.36,39,112.5,100.43,113.38,113.48,67.8,71.6,61.7,28.6,36.6,37.9,44.5,34.2
622,870861,118.71,108.4,34,121.22,121.89,121.3197,120.5173,64.5,50.9,50.7,48.7,47.2,51.9,36.9,46.1
623,871762,111.55,104.82,37,102.91,130.38,124.8534,127.6141,56.1,55.8,57.1,33.3,45.8,39.6,36.6,38.5
624,871964,119.07,105.15,40,103.81,117.39,142.8,150.71,60.1,50.0,42.9,46.8,52.5,52.1,52.9,51.2
625,872562,131.62,102.64,33,94.92,108.06,123.8497,118.416,58.7,42.4,50.2,45.8,53.3,51.4,43.5,44.8
626,872764,111.57,111.68,34,123.85,100.43,117.52,116.18,74.6,66.4,58.2,40.2,47.1,49.6,42.5,42.2
627,873968,124.56,126.63,37,111.11,112.89,135.6653,111.8254,62.5,58.6,54.6,44.1,40.5,51.2,45.2,48.1
628,877269,114.42,105.81,38,111.91,93.9,101.94,103.58,38.6,48.8,36.2,49.8,52.0,55.5,52.2,57.5
629,878877,105.83,111.54,37,118.67,84.63,132.6469,126.5767,51.7,48.1,40.3,42.8,56.6,42.9,55.9,46.4
630,880157,122.15,112.09,38,137.25,121.89,123.1615,124.4665,60.5,63.3,52.7,47.5,40.5,51.2,49.4,46.1
631,882161,107.04,119.7,36,100.29,121.89,109.4431,114.157,50.9,50.0,46.1,40.8,52.7,43.7,42.9,45.0
632,884064,108.09,106.66,36,109.05,100.43,119.8196,126.5796,40.1,40.4,31.2,59.0,59.8,50.4,52.4,57.5
633,885975,127.03,107.24,39,108.59,80.79,120.14,124.94,47.6,37.9,40.3,52.6,48.1,55.1,51.4,49.4
634,886674,120.88,136.02,33,94.92,100.43,123.8137,132.6527,43.1,50.0,40.3,57.1,55.1,52.9,54.7,57.4
635,889579,110.71,119.39,37,120.18,108.06,123.75,122.97,51.2,46.5,43.4,48.7,49.0,49.0,54.0,49.4
636,891667,107.8,94.96,39,104.06,96.99,113.7421,109.1613,59.1,62.5,55.7,38.9,59.4,46.3,54.3,38.9
637,894067,130.49,117.18,32,133.26,121.89,108.3378,122.6249,23.7,51.9,50.2,51.3,36.6,54.4,47.4,43.6
638,894673,118.77,106.37,34,104.79,126.18,109.89,117.75,60.1,68.2,60.2,36.9,40.5,49.6,40.8,39.4
639,894774,131.62,109.9,38,145.54,117.39,140.8151,135.7891,64.5,53.6,58.5,31.6,36.6,32.9,26.4,34.2
640,896879,107.34,122.4,36,110.91,112.89,104.93,112.97,55.0,48.1,44.4,49.0,50.0,44.0,43.6,41.4
641,899885,130.44,113.75,39,121.9,117.39,120.11,126.67,41.7,43.2,37.3,56.6,60.3,53.7,51.7,48.7
642,901139,122.87,113.5,34,126.83,126.18,117.01,112.21,57.1,51.9,50.2,42.4,41.4,51.4,45.9,48.7
643,901442,108.13,118.42,38,111.11,108.06,123.1737,125.1485,62.5,62.9,61.6,44.2,44.8,49.0,45.4,34.2
644,902242,117.96,107.98,38,114.52,108.06,121.7991,123.3236,57.1,50.0,54.1,49.8,47.2,48.5,48.6,44.1
645,904044,111.43,111.24,36,110.33,96.99,116.3,112.31,74.6,66.3,65.0,28.6,36.6,46.0,37.3,34.2
646,905147,114.09,107.48,37,124.27,108.06,116.1135,128.0415,51.2,52.2,50.2,57.0,53.0,46.0,50.9,46.1
647,907656,130.15,114.97,36,115.83,117.39,112.2165,111.3878,44.0,46.5,48.4,49.0,66.2,45.7,52.9,48.1
648,908860,115.29,114.97,38,114.52,144.5,130.8818,135.9465,47.5,43.9,42.7,60.4,68.2,46.4,43.6,57.6
649,910241,104.63,92.08,37,103.24,117.39,118.14,119.07,57.1,71.6,50.2,47.5,53.5,51.2,54.0,51.7
650,910443,138.82,121.83,38,133.26,117.39,122.991,122.4565,60.1,50.0,61.9,44.6,51.4,40.4,40.3,34.2
651,911849,93.43,116.34,39,111.11,112.89,123.6109,121.2175,54.4,60.1,48.4,52.8,50.2,57.7,60.1,51.7
652,912447,112.37,108.25,37,114.52,93.9,112.2666,109.4165,58.7,48.5,48.4,43.3,64.0,58.3,64.0,54.7
653,917558,113.58,97.68,33,124.27,126.18,114.2385,113.5625,48.0,52.2,50.2,46.0,43.3,53.1,48.5,42.8
654,923755,118.69,116.43,35,122.72,117.39,112.1132,119.1287,55.0,50.6,56.8,56.9,47.1,44.0,50.2,48.1
655,926862,108.91,125.71,28,82.08,126.18,121.5768,120.0296,52.6,50.0,42.0,51.0,45.7,50.8,46.3,43.0
656,927359,122.83,107.28,38,126.95,126.18,110.2059,113.4772,62.5,58.6,50.2,46.3,40.5,43.7,33.2,38.9
657,930449,117.82,110.63,37,117.57,96.99,111.21,114.29,60.1,46.1,60.1,43.7,49.3,48.5,42.8,39.8
658,932554,108.73,108.31,37,110.06,117.39,116.0,124.69,48.3,50.6,50.2,46.0,59.5,44.0,51.5,46.1
659,933253,138.87,120.07,39,138.72,121.89,121.8092,124.1825,62.8,55.5,56.8,38.8,48.9,38.6,39.4,38.9
660,942658,143.94,135.02,40,140.59,126.18,123.8913,122.0112,69.6,50.0,71.6,41.0,40.5,51.9,34.8,42.7
661,943862,123.42,119.39,33,150.84,104.06,120.4706,126.1751,51.8,49.0,50.2,40.2,45.0,42.0,45.2,38.9
662,951457,128.44,114.2,34,114.03,91.07,111.56,110.79,36.8,43.9,48.4,52.8,43.6,49.0,49.3,55.0
663,952863,119.16,99.32,39,106.57,121.89,106.503,119.1184,70.9,71.6,71.6,49.6,48.7,56.5,44.5,48.5
664,955465,124.87,120.07,32,121.22,100.43,103.231,108.5013,55.0,59.7,50.2,47.2,56.6,44.3,50.4,46.1
665,957974,124.2,108.14,36,112.02,100.43,116.37,109.54,44.4,52.2,50.2,37.9,53.8,46.0,53.2,45.7
666,958976,103.29,107.92,30,108.47,108.06,119.56,114.49,52.6,35.4,42.3,46.3,48.4,54.0,48.9,58.4
667,959574,104.85,100.12,40,125.83,93.9,126.33,131.34,55.0,56.1,61.4,51.1,48.5,57.7,49.5,49.4
668,965367,119.17,97.48,35,133.26,100.43,112.5249,121.1627,43.0,50.0,57.1,47.5,36.6,51.2,48.2,38.9
669,966975,113.18,107.12,34,122.72,108.06,98.60051,97.95284,52.0,53.5,50.2,44.1,50.3,54.9,51.0,42.1
670,969476,109.27,106.32,35,131.64,112.89,104.2118,105.3674,57.1,40.5,45.0,47.5,61.9,51.2,55.2,55.0
671,971160,118.71,123.33,27,122.72,108.06,130.8161,127.9889,46.1,54.9,45.3,51.8,58.1,62.7,60.5,52.7
672,983773,122.83,124.4,35,116.07,117.39,137.52,123.52,42.5,38.6,48.4,57.0,63.4,53.1,54.0,45.6
673,984472,122.17,125.71,40,120.44,93.9,123.69,130.74,60.1,56.5,48.4,38.1,36.6,57.0,42.8,34.2
674,987074,117.45,124.78,38,140.59,104.06,112.0597,119.3207,57.1,50.0,50.2,28.6,53.3,32.9,46.5,34.2
675,987983,115.28,119.16,36,107.88,112.89,120.01,130.75,55.0,48.1,46.5,46.0,53.2,45.7,41.0,42.8
676,989987,117.59,114.12,32,102.91,117.39,120.1907,111.4828,57.1,62.7,33.2,36.2,36.6,42.6,52.0,42.0
677,990366,122.18,112.21,35,146.95,104.06,112.9724,94.23567,55.0,50.5,46.5,46.2,53.0,46.0,49.3,48.1
678,991267,136.1,126.53,33,119.54,121.89,123.14,125.39,51.4,42.4,37.3,50.6,49.1,49.3,46.3,54.3
679,992673,94.96,94.87,34,104.06,100.43,118.4463,117.9919,67.8,64.3,50.2,48.4,36.6,51.2,41.0,41.5
680,992774,126.37,124.64,34,114.31,96.99,106.09,108.69,44.4,50.0,48.4,43.8,51.5,46.7,46.7,42.6
681,993675,120.35,116.43,38,113.4,121.89,135.6653,129.408,51.4,59.8,46.2,49.8,48.9,53.7,49.8,50.8
682,996782,117.78,102.43,37,101.6,108.06,135.3116,133.3478,67.7,42.4,57.2,52.0,48.9,51.2,43.0,45.6
